id,olng,olat,dlng,dlat,Ts,OnD,Tr,Cep,Tp,Td,WT,VT,D
284,121.257599,31.344310999999998,121.25861,31.33413,189.35667671289949,True,1985.1128919919756,1985.1128919919756,2552.514396585984,2751.5800311530775,567.4015045940082,199.06563456709364,1.0512733853526315
285,121.3153,31.285261,121.30828000000001,31.290732000000002,150.468075578656,True,1994.9261662240367,1994.9261662240367,-1.0,-1.0,-1,-1,0.0
286,121.31113,31.309540000000002,121.26487,31.2989,758.5821471224745,True,1999.4085645020787,1999.4085645020787,2565.1486944914777,3359.728602103085,565.7401299893991,794.5799076116073,1.0474540043233063
287,121.24683999999999,31.38379,121.21181000000001,31.420040000000004,870.8354894100607,True,2020.02525965384,2020.02525965384,2151.0230707773917,3028.8633445317128,130.99781112355163,877.8402737543211,1.008043751580457
288,121.24813,31.349831,121.28876000000001,31.354329999999997,648.4132708900962,True,2029.54440027753,2029.54440027753,2194.4305569771677,2842.8400144629204,164.8861566996377,648.4094574857527,0.9999941188675268
289,121.21795,31.276229999999998,121.200376,31.293736,427.46216173013585,True,2046.217465271825,2046.217465271825,2535.655283023042,2963.113390473828,489.43781775121715,427.458107450786,0.9999905154661328
290,121.30198,31.315040000000003,121.32351100000001,31.296995000000003,477.56369030206724,True,2060.1227479790123,2060.1227479790123,2415.1716863210286,2939.4047608061983,355.0489383420163,524.2330744851697,1.0977238955364954
291,121.25929,31.368000000000002,121.32092,31.4345,1571.3749195691664,True,2064.3139886544445,2064.3139886544445,2262.6236760412526,4133.533858841862,198.30968738680804,1870.9101828006092,1.1906198574898779
292,121.27035,31.33158,121.27981000000001,31.33207,150.02591210677733,True,2070.2980771516854,2070.2980771516854,2642.1655121167105,2792.1913586466094,571.867434965025,150.0258465298989,0.999999562896319
293,121.30157,31.30882,121.32385,31.302290000000003,372.9676807593671,True,2072.449948618058,2072.449948618058,2663.129311751324,3036.0992043487686,590.6793631332662,372.9698925974444,1.0000059303746447
294,121.31543700000002,31.309875,121.32351100000001,31.296995000000003,270.7809937373709,True,2076.576526413182,2076.576526413182,2648.7521170571945,2939.4047608061983,572.1755906440126,290.6526437490038,1.073386428409766
295,121.2447,31.36468,121.25861,31.33413,607.4642921014971,True,2078.581252628299,2078.581252628299,2505.4445381846854,3188.4497348380214,426.8632855563865,683.005196653336,1.1243544773479743
296,121.250099,31.378629999999998,121.26428999999999,31.37073,268.0540920207044,True,2085.2851711866124,2085.2851711866124,2583.6303310056596,2851.686383009821,498.34515981904724,268.0560520041613,1.000007311895305
297,121.22393000000001,31.2876,121.21479,31.267609999999998,397.7459333160319,True,2087.2533172478743,2087.2533172478743,2666.1864403087866,3063.9337615107756,578.9331230609123,397.74732120198905,1.0000034893781204
298,121.24198999999999,31.35003,121.24065,31.387079999999997,686.955990981453,True,2095.1296191545025,2095.1296191545025,2415.2129072726275,3161.151025768681,320.083288118125,745.9381184960534,1.0858601253776574
299,121.227295,31.385502000000002,121.25145,31.38787,384.6596789729847,True,2100.748128222005,2100.748128222005,2509.365772401399,2896.6245908045025,408.6176441793941,387.2588184031033,1.0067569843479778
300,121.24741999999999,31.349420000000002,121.20551,31.41635,1406.4863969223331,True,2105.6258469612517,2105.6258469612517,2186.977671116433,4276.505865330167,81.35182415518148,2089.5281942137335,1.4856369736572137
301,121.20478999999999,31.41674,121.20671000000002,31.4115,101.74743356399107,True,2112.5931598314996,2112.5931598314996,2582.4208144839486,2684.16824804794,469.8276546524489,101.74743356399131,1.0000000000000024
302,121.227295,31.385502000000002,121.25145,31.38787,384.6596789729847,True,2125.4614043553975,2125.4614043553975,2638.5517228507865,3024.2429608570546,513.090318495389,385.6912380062681,1.002681744642531
303,121.30198,31.285659999999996,121.31988,31.2879,286.5140195188899,True,2127.2975209012116,2127.2975209012116,2636.7325883948142,2960.510857010502,509.4350674936027,323.7782686156879,1.1300608227107756
304,121.31451000000001,31.32212,121.27004,31.326940000000004,709.6544656547418,True,2133.207873551186,2133.207873551186,2712.099001365899,3668.415126889592,578.891127814713,956.3161255236932,1.3475799446162526
305,121.29213999999999,31.378790000000002,121.24065,31.387079999999997,828.999001560046,True,2137.323812980451,2137.323812980451,2231.9005473204484,3195.8233531821247,94.57673433999753,963.9228058616764,1.1627550866137653
306,121.21551000000001,31.312990000000003,121.20581999999999,31.308790000000002,172.0406750334416,True,2149.5758664450823,2149.5758664450823,2259.6513089205005,2510.7017055733113,110.07544247541819,251.05039665281083,1.4592502418629267
307,121.25868999999999,31.33397,121.24314,31.344920000000002,319.00362293475024,True,2152.466324748681,2152.466324748681,2285.869962418007,2622.504093267726,133.40363766932614,336.634130849719,1.0552674222091043
308,121.28705,31.35016,121.25811999999999,31.347459999999998,460.6022692284749,True,2152.705411796441,2152.705411796441,2421.0888791253187,2890.6950445040466,268.38346732887794,469.60616537872784,1.0195480933373056
309,121.2283,31.37633,121.19931000000001,31.41098,789.0994158385683,True,2157.0842580858093,2157.0842580858093,2291.823975702775,3118.2349842665913,134.73971761696566,826.4110085638163,1.047283766755292
310,121.30828000000001,31.29073,121.32306000000001,31.294759999999997,245.68977586102847,True,2161.794847200702,2161.794847200702,2682.6271564320728,2978.3664587078156,520.8323092313708,295.73930227574283,1.203710253059225
311,121.28449199999999,31.41638,121.25183999999999,31.406990000000004,544.9696738114536,True,2164.5318629430276,2164.5318629430276,2718.3762756472092,3263.3506966119694,553.8444127041817,544.9744209647602,1.0000087108577498
312,121.2902,31.34015,121.32914,31.353709999999996,665.5816411710299,True,2170.5692742760557,2170.5692742760557,2683.5918437620194,3349.1734849330496,513.0225694859637,665.5816411710302,1.0000000000000004
313,121.26186000000001,31.376620000000003,121.25067,31.38758,269.4437929601824,True,2171.81912391921,2171.81912391921,2238.426781360626,2507.868980349659,66.607657441416,269.44219898903293,0.9999940842164818
314,121.247818,31.354416999999998,121.28478,31.32985,741.3226691500046,True,2174.6422615346087,2174.6422615346087,2622.5373800380116,3427.3816050427445,447.89511850340295,804.8442250047328,1.0856867845786526
315,121.29803000000001,31.312990000000003,121.32351100000001,31.296995000000003,500.66195582360706,True,2174.6903580704297,2174.6903580704297,2567.662529064997,3134.375450106909,392.9721709945675,566.7129210419116,1.1319272703867589
316,121.25208,31.42795,121.25361000000001,31.37373,1005.1229042401638,True,2179.42626727261,2179.42626727261,-1.0,-1.0,-1,-1,0.0
317,121.26266299999999,31.404821999999996,121.24231999999999,31.36911,735.9361865664379,True,2195.0021173940413,2195.0021173940413,2335.201556732458,3074.200177832949,140.1994393384166,738.9986211004912,1.0041612772818542
318,121.258499,31.34473,121.26523999999999,31.32538,374.14258104644523,True,2203.878178191168,2203.878178191168,2777.8181708408256,3151.9613318530833,573.9399926496576,374.1431610122577,1.000001550119772
319,121.306229,31.291481,121.29783,31.30149,228.2488655724578,True,2206.0927858802993,2206.0927858802993,-1.0,-1.0,-1,-1,0.0
320,121.25441599999999,31.330149,121.30157,31.36557,993.9314584645626,True,2211.416802213284,2211.416802213284,2370.730073336342,3383.2533691309013,159.3132711230578,1012.5232957945595,1.018705351532708
321,121.300423,31.284990000000004,121.32351100000001,31.296995000000003,428.0075387122609,True,2212.4736784106403,2212.4736784106403,2609.123565580525,3138.6024934446377,396.64988716988455,529.4789278641128,1.2370785090775438
322,121.31873,31.29498,121.32341000000001,31.29216,90.6871756932701,True,2214.355696547058,2214.355696547058,2393.8756309112896,2484.5628066045597,179.51993436423163,90.68717569327009,0.9999999999999999
323,121.246654,31.339176000000002,121.316048,31.290176000000002,1425.402618059805,True,2222.016838685663,2222.016838685663,2788.903528475838,4556.928316610734,566.8866897901748,1768.0247881348964,1.2403686970502787
324,121.31451000000001,31.32212,121.27004,31.326940000000004,709.6544656547418,True,2230.6405884015985,2230.6405884015985,2712.099001365899,3668.415126889592,481.45841296430035,956.3161255236932,1.3475799446162526
325,121.24786,31.3474,121.25861,31.33413,299.0525971859689,True,2247.31106760728,2247.31106760728,2834.661622532865,3188.4497348380214,587.3505549255847,353.7881123051566,1.1830297266575813
326,121.25662,31.367729999999998,121.237229,31.391367,534.8058101807075,True,2294.128924061836,2294.128924061836,2525.1341128402355,3059.939923020943,231.00518877839932,534.8058101807073,0.9999999999999998
327,121.19493999999999,31.290509999999998,121.20821000000001,31.314770000000003,496.278362923799,True,2295.7629705994445,2295.7629705994445,2572.202733945079,3068.4810968688785,276.4397633456347,496.27836292379925,1.0000000000000004
328,121.25407,31.3307,121.23929,31.31515,371.2118078831417,True,2302.3993322353363,2302.3993322353363,2391.6849659963677,2762.8997241459156,89.28563376103148,371.21475814954783,1.0000079476631494
329,121.18648999999999,31.40382,121.21613,31.42805,649.1471458067887,True,2304.632917479587,2304.632917479587,2811.0610976146536,3460.1973380320014,506.42818013506667,649.1362404173478,0.9999832004353538
330,121.22066000000001,31.31772,121.22608100000001,31.331846000000002,275.49788812254894,True,2306.027180913274,2306.027180913274,2840.4226022234657,3197.8659867565248,534.3954213101915,357.4433845330591,1.2974450982871366
331,121.245193,31.286119,121.27928,31.269759999999998,619.199859103085,True,2308.1041424986124,2308.1041424986124,2668.3134818286007,3287.5133409316854,360.2093393299883,619.1998591030847,0.9999999999999994
332,121.26433999999999,31.345978999999996,121.23,31.312170000000002,829.5181397643292,True,2309.9550648059603,2309.9550648059603,2886.903321029493,3757.6619227344954,576.9482562235326,870.7586017050025,1.049716166487197
333,121.24536,31.34546,121.26071999999999,31.36373,416.81430929656216,True,2310.4036654741317,2310.4036654741317,2585.9693634926234,3132.593816099659,275.56569801849173,546.6244526070354,1.3114339897052665
334,121.31943000000001,31.307109999999998,121.30505,31.29665,299.0450167224528,True,2311.2771321094842,2311.2771321094842,2883.8629014885632,3182.907918211016,572.585769379079,299.0450167224526,0.9999999999999994
335,121.26108,31.3868,121.24725,31.35991,544.2685779327106,True,2316.1432129903837,2316.1432129903837,2673.1943670949026,3310.012056202358,357.0511541045189,636.8176891074554,1.1700430907223656
336,121.259102,31.344709,121.25441699999999,31.330149,279.8381061609053,True,2316.7304722467934,2316.7304722467934,2444.3012604740684,2731.9407544398828,127.57078822727499,287.6394939658144,1.0278782182739021
337,121.2771,31.35158,121.25376999999999,31.33085,532.8760372109349,True,2328.058050148279,2328.058050148279,2580.7482139196336,3206.1267049413855,252.6901637713545,625.3784910217519,1.1735909430173919
338,121.25846000000001,31.344790000000003,121.25376000000001,31.330890000000004,268.1292665794103,True,2339.732809778932,2339.732809778932,2536.2504366735216,2849.0466847643033,196.51762689458974,312.7962480907818,1.1665874899864492
339,121.30157,31.30882,121.32385,31.302290000000003,372.9676807593671,True,2355.82133414556,2355.82133414556,2663.129311751324,3036.0992043487686,307.30797760576434,372.9698925974444,1.0000059303746447
340,121.321611,31.297287,121.32065,31.27522,409.23952465316984,True,2358.098524262098,2358.098524262098,2908.8341061340598,3431.091276290845,550.7355818719616,522.2571701567854,1.276165029757079
341,121.300423,31.284990000000004,121.32351100000001,31.296995000000003,428.0075387122609,True,2365.3362367406644,2365.3362367406644,2947.980371786919,3500.3732453917764,582.6441350462546,552.3928736048574,1.2906148225025023
342,121.25233,31.307890000000004,121.25441699999999,31.330149,413.83580405490164,True,2372.731246156422,2372.731246156422,2711.993867179594,3220.7668173028314,339.26262102317196,508.7729501232375,1.229407763026084
343,121.31461999999999,31.28497,121.301464,31.296916999999997,304.02377057308587,True,2374.797806700358,2374.797806700358,-1.0,-1.0,-1,-1,0.0
344,121.27748999999999,31.38632,121.29391000000001,31.36865,418.0100546540131,True,2387.081807756007,2387.081807756007,2486.4822469791384,2904.492301633152,99.40043922313134,418.0100546540134,1.0000000000000007
345,121.30925,31.286559999999998,121.24427,31.3144,1151.0761149072002,True,2392.6548106480313,2392.6548106480313,2674.09952839286,4302.478725783324,281.4447177448287,1628.379197390464,1.4146581414572605
346,121.31162900000001,31.2837,121.31988,31.2879,152.1013208049287,True,2395.2773927545086,2395.2773927545086,2926.2330430561547,3078.3343638610836,530.9556503016461,152.10132080492895,1.0000000000000018
347,121.24755,31.34947,121.268623,31.380778000000003,669.2150133436545,True,2412.695267604691,2412.695267604691,2731.967150047742,3733.139587725103,319.27188244305125,1001.1724376773609,1.4960400136200172
348,121.29808999999999,31.31295,121.32898,31.30749,499.4551967701427,True,2429.6988992186384,2429.6988992186384,2894.159970885112,3610.1527389933563,464.4610716664738,715.992768108244,1.4335475388751544
349,121.298798,31.31131,121.28854,31.310679999999998,162.8381204065415,True,2433.1827634158567,2433.1827634158567,2763.1435233317998,2925.981643738341,329.9607599159431,162.8381204065413,0.9999999999999988
350,121.25836000000001,31.34348,121.31363,31.348670000000002,880.057797535337,True,2435.588833484273,2435.588833484273,2868.47380338708,4134.886915960876,432.8849699028069,1266.4131125737958,1.4390112968949014
351,121.321611,31.297287,121.32065,31.27522,409.23952465316984,True,2440.315205648783,2440.315205648783,2926.215442655664,3342.4974008153795,485.90023700688107,416.2819581597155,1.017208585882593
352,121.306229,31.291481,121.29783,31.30149,228.2488655724578,True,2446.469685248846,2446.469685248846,-1.0,-1.0,-1,-1,0.0
353,121.25303999999998,31.396559999999997,121.27819,31.35639,844.1305994657085,True,2447.459183047765,2447.459183047765,3018.880369497197,4276.441873933261,571.4211864494323,1257.5615044360643,1.4897712572344095
354,121.24536,31.34546,121.26071999999999,31.36373,416.81430929656216,True,2452.488668666103,2452.488668666103,2585.9693634926234,3132.593816099659,133.48069482652045,546.6244526070354,1.3114339897052665
355,121.24386000000001,31.385990000000003,121.27069099999999,31.378959000000002,444.0513418096966,True,2452.8343870964272,2452.8343870964272,2771.593588078192,3242.95364742003,318.75920098176493,471.36005934183777,1.0614990091480112
356,121.26496999999999,31.38107,121.22625,31.37625,619.1064658974382,True,2454.376534861546,2454.376534861546,2664.7440011117706,3499.4539515958995,210.36746625022442,834.709950484129,1.3482494473291575
357,121.279149,31.385207,121.27768,31.373209000000003,223.56424541366985,True,2466.2292993895944,2466.2292993895944,2752.394316510373,2975.958561924043,286.16501712077843,223.56424541367005,1.0000000000000009
358,121.22,31.382216999999997,121.24996999999999,31.3981,558.0680235348857,True,2475.435022522894,2475.435022522894,2939.6977595095336,3758.5731400322657,464.26273698663954,818.875380522732,1.4673397256052296
359,121.32240300000001,31.309271000000003,121.32341000000001,31.29216,317.5100700168639,True,2487.2939647207827,2487.2939647207827,-1.0,-1.0,-1,-1,0.0
360,121.314697,31.269586999999998,121.29871999999999,31.2703,253.42513126442714,True,2494.2413460811554,2494.2413460811554,2958.594845812433,3228.5499257477873,464.3534997312777,269.9550799353542,1.065226162016582
361,121.226679,31.329978000000004,121.189,31.34879,690.8300442428367,True,2497.7205819476635,2497.7205819476635,2751.330341455122,3445.3342541436373,253.60975950745842,694.0039126885154,1.0045942825911072
362,121.32501,31.30207,121.25861,31.33413,1207.5431229588394,True,2498.2277300341075,2498.2277300341075,2755.2895449964562,4302.4157059776,257.06181496234876,1547.1261609811436,1.2812181458085115
363,121.28647,31.345190000000002,121.29916000000001,31.333090000000002,301.0515442948818,True,2500.7862592054144,2500.7862592054144,3016.0610587252427,3317.1142448694623,515.2747995198283,301.0531861442196,1.0000054537150493
364,121.30596200000001,31.339188,121.26793,31.329990000000002,625.6926644899373,True,2508.6738928183454,2508.6738928183454,3056.139584637841,3761.8709884701893,547.4656918194955,705.7314038323484,1.1279202136845545
365,121.21593999999999,31.31267,121.19236000000001,31.34618,724.5738281363733,True,2515.4653121517144,2515.4653121517144,2852.040219308675,3837.0711204578456,336.57490715696076,985.0309011491704,1.3594624355708524
366,121.27460500000001,31.367844,121.2453,31.378020000000003,500.5752283330762,True,2516.86551644671,2516.86551644671,3019.214439742764,3519.7822368896273,502.3489232960542,500.5677971468631,0.9999851547064407
367,121.28736,31.3782,121.24767,31.382690000000004,633.4529431085838,True,2517.7846227964446,2517.7846227964446,2819.047393644767,3452.497020062401,301.26277084832236,633.4496264176341,0.9999947641083908
368,121.24683999999999,31.38379,121.21181000000001,31.420040000000004,870.8354894100607,True,2521.6571356315703,2521.6571356315703,3045.7904778193556,4326.11555139243,524.1333421877853,1280.325073573074,1.4702261094577325
369,121.25894,31.354490000000002,121.28123000000001,31.3302,571.9378533339357,True,2527.099775117428,2527.099775117428,2798.56035544529,3370.811299085998,271.46058032786186,572.2509436407081,1.00054742015229
370,121.20950900000001,31.402438,121.23648,31.390940000000004,476.9058707773591,True,2562.3223831660375,2562.3223831660375,2800.7033773030266,3376.26423162137,238.3809941369891,575.5608543183434,1.2068646866942028
371,121.18648999999999,31.40382,121.21613,31.42805,649.1471458067887,True,2563.008729209882,2563.008729209882,3034.2311265143962,3683.378272321185,471.2223973045143,649.1471458067886,0.9999999999999998
372,121.24479,31.38653,121.27775,31.38557,521.7559996603517,True,2568.723994202434,2568.723994202434,2915.9910866380424,3664.342286654479,347.26709243560845,748.3512000164365,1.434293425477794
373,121.26077,31.3636,121.20641,31.411309999999997,1233.446521053493,True,2570.6579333472096,2570.6579333472096,2693.3340024164777,4182.023704278721,122.67606906926812,1488.6897018622435,1.206934939174133
374,121.1913,31.29697,121.25861,31.33413,1268.8449768970029,True,2587.661382145221,2587.661382145221,3167.7236802299612,4762.594860452813,580.0622980847402,1594.8711802228518,1.2569472309557905
375,121.257599,31.344310999999998,121.25861,31.33413,189.35667671289949,True,2590.377107169521,2590.377107169521,2999.093048131806,3188.4497348380214,408.715940962285,189.35668670621544,1.0000000527750916
376,121.220436,31.314044,121.2006,31.3173,319.80013940551584,True,2608.212995388879,2608.212995388879,3062.114473935213,3382.6564683662677,453.90147854633415,320.5419944310547,1.0023197457853457
377,121.25694299999999,31.33646,121.2485,31.32263,289.0598085266014,True,2623.707625986479,2623.707625986479,2700.9749827583696,3023.3077523325824,77.26735677189072,322.33276957421276,1.1151075316115742
378,121.23881000000002,31.37108,121.25868,31.36856,317.8625623048013,True,2627.580953327032,2627.580953327032,3140.6654765952762,3459.7029662582313,513.0845232682441,319.03748966295507,1.003696337654974
379,121.22828700000001,31.41605,121.20591999999999,31.41115,365.2286490719316,True,2636.36705309277,2636.36705309277,2834.092268642466,3199.366985823773,197.7252155496958,365.2747171813071,1.0001261349828183
380,121.24078999999999,31.34955,121.26008,31.348329999999997,306.13922915808774,True,2657.3751312833465,2657.3751312833465,2988.952937537594,3295.092166695682,331.57780625424766,306.1392291580878,1.0000000000000002
381,121.27552800000001,31.407579,121.23805,31.391579999999998,662.8564403775957,True,2662.9431217605443,2662.9431217605443,3077.764863141185,3740.6288553948707,414.82174138064056,662.8639922536859,1.0000113929285892
382,121.280868,31.328272,121.25861,31.33413,368.69014712475854,True,2676.8511813371174,2676.8511813371174,3192.721382436626,3561.411529561384,515.8702010995084,368.69014712475837,0.9999999999999996
383,121.25115,31.39964,121.237229,31.391367,268.33394337130966,True,2687.480602223425,2687.480602223425,3083.3163000381055,3351.650243409415,395.8356978146803,268.3339433713095,0.9999999999999993
384,121.246654,31.339176000000002,121.316048,31.290176000000002,1425.402618059805,True,2695.0786185962525,2695.0786185962525,2788.903528475838,4556.928316610734,93.82490987958545,1768.0247881348964,1.2403686970502787
385,121.30148999999999,31.30677,121.32138,31.2971,362.37216930507356,True,2703.607603690304,2703.607603690304,3020.7120166679942,3383.086667984138,317.1044129776901,362.3746513161436,1.0000068493424172
386,121.31543,31.27304,121.29982,31.271690000000003,248.5232117518368,True,2704.6771384823364,2704.6771384823364,2893.5573642366103,3197.4503098574082,188.88022575427385,303.89294562079795,1.2227950197434703
387,121.25662,31.367729999999998,121.2353,31.39057,541.2530634668799,True,2704.7371363710868,2704.7371363710868,2985.1818318143505,3726.5731386538,280.44469544326375,741.3913068394495,1.36976833367118
388,121.29593999999999,31.299359999999997,121.32491999999999,31.291759999999996,480.0540975607096,True,2706.1104656530615,2706.1104656530615,3158.085575559059,3814.4113140743516,451.97510990599767,656.3257385152924,1.367191201679704
389,121.24386000000001,31.385990000000003,121.27069099999999,31.378959000000002,444.0513418096966,True,2708.250362611777,2708.250362611777,2771.593588078192,3242.95364742003,63.34322546641533,471.36005934183777,1.0614990091480112
390,121.26496999999999,31.38107,121.22625,31.37625,619.1064658974382,True,2708.2922208260734,2708.2922208260734,2795.2576113797727,3499.4539515958995,86.96539055369931,704.1963402161268,1.1374398088305295
391,121.31162900000001,31.2837,121.31988,31.2879,152.1013208049287,True,2721.04636712982,2721.04636712982,2808.4095362055737,2960.510857010502,87.36316907575383,152.1013208049285,0.9999999999999987
392,121.19927,31.41098,121.23598999999999,31.391709999999996,681.8469371820489,True,2721.1328620899867,2721.1328620899867,3247.5524094216785,3929.411787367323,526.4195473316918,681.8593779456446,1.0000182456837705
393,121.21551000000001,31.312990000000003,121.20581999999999,31.308790000000002,172.0406750334416,True,2753.6907294726684,2753.6907294726684,2861.0691497220305,3112.1195463748413,107.37842024936208,251.05039665281083,1.4592502418629267
394,121.282753,31.33363,121.3031,31.37707,867.0629945217702,True,2756.5451815374568,2756.5451815374568,2847.019863569709,3714.082858091479,90.47468203225208,867.0629945217702,1.0
395,121.306229,31.291481,121.29783,31.30149,228.2488655724578,True,2759.493874884467,2759.493874884467,3304.4818229269845,3532.7297374595755,544.9879480425175,228.24791453259104,0.9999958333205102
396,121.24198999999999,31.35003,121.24065,31.387079999999997,686.955990981453,True,2762.5623096504905,2762.5623096504905,3329.9437767080444,4286.576458203483,567.3814670575539,956.6326814954382,1.392567637598878
397,121.27842,31.41657,121.30801000000001,31.41667,467.9878123869585,True,2762.7866065810367,2762.7866065810367,3277.1285510569282,3745.116363443887,514.3419444758915,467.9878123869589,1.0000000000000009
398,121.17742,31.361929999999997,121.24065,31.387079999999997,1103.7130638599099,True,2762.8861922191204,2762.8861922191204,3155.733240568972,4327.7202178599,392.8470483498518,1171.9869772909278,1.0618583902524903
399,121.26413600000001,31.383556,121.23789,31.39149,440.49058757765306,True,2771.464034560946,2771.464034560946,3122.7691061767687,3563.2596937544217,351.3050716158227,440.49058757765306,1.0
400,121.206108,31.401253000000004,121.23643999999999,31.391009999999998,516.0096129696041,True,2772.4777927318746,2772.4777927318746,2858.8105572001823,3374.8208491254595,86.33276446830769,516.0102919252772,1.0000013157810554
401,121.21817,31.2878,121.18678999999999,31.288079999999997,497.0007491511714,True,2780.2369507717376,2780.2369507717376,3265.62680775481,3807.2628640140633,485.3898569830726,541.6360562592531,1.0898093356686371
