MIT,ins,no,no,3600,90,4,540,91.0909090909091,501,550,91.0909090909091,501,550,0.0,0,0,340.4251547807432,0.0,632.6792174966536,1.1452005772215965,17720.453785741876,2953.408964290313,82.03913789695315,0.0,0.0,0.0,1.13981443784797,1.0053182758412982,
MIT,ins,no,no,3600,90,4,540,93.18637274549098,465,499,93.18637274549098,465,499,0.0,0,0,353.6446444981118,0.0,652.8497468253213,1.1453289649669987,16977.763148087546,2829.6271913479254,78.60075531522016,0.0,0.0,0.0,1.1516948671584804,0.9873690651109737,
